NodeID,ZoneName,Elevation_m,Slope_deg,Rainfall_mm_hr,Soil_Stability,Vibration_Level,Risk_Level
N722,Gangtok Ridge Road - Zone 722,1085,5,7,0.57,High,Low
N723,Kodaikanal Ghat Road - Zone 723,328,46,53,0.78,Low,Medium
N724,Aravalli Hills Road - Zone 724,1685,5,45,0.71,Low,Low
N725,Kodaikanal Ghat Road - Zone 725,939,21,11,0.47,High,Low
N726,Uttarakhand Valley Road - Zone 726,642,13,57,0.23,Medium,Medium
N727,Tawang Mountain Route - Zone 727,1790,71,43,0.57,Medium,Medium
N728,Sikkim Valley Road - Zone 728,1001,67,27,0.73,Low,Medium
N729,Ooty Hill Pass - Zone 729,339,34,19,0.71,Low,Low
N730,Shimla Ridge Highway - Zone 730,344,69,15,0.29,High,Medium
N731,Himalayan Ridge Road - Zone 731,1068,37,54,0.57,Low,Medium
N732,Mussoorie Hill Road - Zone 732,398,18,46,0.79,Low,Low
N733,Western Ghats Cliff Route - Zone 733,1153,61,29,0.29,Medium,Medium
N734,Gangtok Ridge Road - Zone 734,1737,24,18,0.69,High,Low
N735,Aravalli Hills Road - Zone 735,916,58,47,0.27,High,Medium
N736,Leh-Ladakh Cliff Route - Zone 736,1575,22,31,0.78,Low,Low
N737,Coorg Forest Hill Road - Zone 737,1772,20,23,0.28,Low,Low
N738,Gangtok Ridge Road - Zone 738,706,30,54,0.38,High,Medium
N739,Shimla Ridge Highway - Zone 739,1033,57,23,0.31,High,Medium
N740,Gangtok Ridge Road - Zone 740,725,66,26,0.36,Low,Medium
N741,Nilgiri Mountain Pass - Zone 741,526,68,14,0.86,High,Low
N742,Nilgiri Mountain Pass - Zone 742,1781,17,21,0.65,Medium,Low
N743,Uttarakhand Valley Road - Zone 743,840,64,8,0.27,Low,Medium
N744,Himalayan Ridge Road - Zone 744,895,51,56,0.67,Medium,Medium
N745,Western Ghats Cliff Route - Zone 745,494,10,5,0.8,High,Low
N746,Darjeeling Hill Road - Zone 746,973,50,33,0.87,Medium,Low
N747,Nilgiri Mountain Pass - Zone 747,1063,48,16,0.28,Medium,Medium
N748,Tawang Mountain Route - Zone 748,856,54,49,0.8,Medium,Medium
N749,Darjeeling Hill Road - Zone 749,531,21,49,0.71,Low,Low
N750,Western Ghats Cliff Route - Zone 750,1152,66,56,0.6,Medium,Medium
N751,Darjeeling Hill Road - Zone 751,1551,53,54,0.45,Low,Medium
N752,Sikkim Valley Road - Zone 752,1289,67,12,0.82,Medium,Low
N753,Himalayan Ridge Road - Zone 753,429,38,46,0.42,High,Medium
N754,Coorg Forest Hill Road - Zone 754,1480,33,47,0.81,High,Low
N755,Coorg Forest Hill Road - Zone 755,1709,17,32,0.66,Low,Low
N756,Gangtok Ridge Road - Zone 756,1008,54,14,0.79,High,Low
N757,Mussoorie Hill Road - Zone 757,411,6,46,0.85,High,Low
N758,Gangtok Ridge Road - Zone 758,1315,26,9,0.73,Medium,Low
N759,Manali Mountain Road - Zone 759,977,40,8,0.55,High,Low
N760,Ooty Hill Pass - Zone 760,1125,35,10,0.52,High,Low
N761,Tawang Mountain Route - Zone 761,480,68,33,0.42,Medium,Medium
N762,Aravalli Hills Road - Zone 762,510,56,31,0.23,High,Medium
N763,Aravalli Hills Road - Zone 763,486,43,37,0.59,High,Low
N764,Tawang Mountain Route - Zone 764,998,51,57,0.24,Low,Medium
N765,Tawang Mountain Route - Zone 765,979,65,50,0.66,High,Medium
N766,Tawang Mountain Route - Zone 766,533,17,53,0.66,Low,Low
N767,Nainital Lake Hill Road - Zone 767,1027,42,40,0.57,High,Medium
N768,Western Ghats Cliff Route - Zone 768,393,26,36,0.3,High,Low
N769,Munnar Tea Valley Road - Zone 769,519,37,44,0.34,Low,Medium
N770,Ooty Hill Pass - Zone 770,741,63,57,0.75,High,Medium
N771,Nainital Lake Hill Road - Zone 771,520,58,7,0.85,High,Low
N772,Kinnaur Mountain Highway - Zone 772,552,62,34,0.66,High,Medium
N773,Sikkim Valley Road - Zone 773,1321,5,38,0.72,High,Low
N774,Munnar Tea Valley Road - Zone 774,1498,66,37,0.75,Low,Medium
N775,Kinnaur Mountain Highway - Zone 775,655,21,11,0.47,High,Low
N776,Mussoorie Hill Road - Zone 776,959,69,29,0.49,High,Medium
N777,Manali Mountain Road - Zone 777,860,55,26,0.88,Medium,Low
N778,Sikkim Valley Road - Zone 778,582,57,43,0.69,High,Medium
N779,Coorg Forest Hill Road - Zone 779,912,75,60,0.42,High,Medium
N780,Spiti Valley Cliff Road - Zone 780,1595,32,17,0.35,High,Low
N781,Uttarakhand Valley Road - Zone 781,1706,49,48,0.29,High,Medium
N782,Darjeeling Hill Road - Zone 782,1331,74,49,0.65,High,Medium
N783,Western Ghats Cliff Route - Zone 783,1021,66,42,0.6,High,Medium
N784,Munnar Tea Valley Road - Zone 784,1680,73,23,0.81,Medium,Medium
N785,Aravalli Hills Road - Zone 785,1370,18,6,0.47,Low,Low
N786,Himalayan Ridge Road - Zone 786,709,39,53,0.75,Medium,Low
N787,Leh-Ladakh Cliff Route - Zone 787,599,12,49,0.75,Low,Low
N788,Spiti Valley Cliff Road - Zone 788,366,50,57,0.52,High,Medium
N789,Spiti Valley Cliff Road - Zone 789,759,54,20,0.56,High,Low
N790,Uttarakhand Valley Road - Zone 790,1719,11,29,0.47,High,Low
N791,Nainital Lake Hill Road - Zone 791,1430,11,5,0.72,Low,Low
N792,Mussoorie Hill Road - Zone 792,1207,33,45,0.69,High,Low
N793,Kodaikanal Ghat Road - Zone 793,1505,74,52,0.62,High,Medium
N794,Shimla Ridge Highway - Zone 794,902,62,16,0.89,Low,Low
N795,Darjeeling Hill Road - Zone 795,655,70,12,0.46,Medium,Medium
N796,Leh-Ladakh Cliff Route - Zone 796,1439,38,13,0.31,Medium,Low
N797,Aravalli Hills Road - Zone 797,976,64,50,0.86,Low,Medium
N798,Sikkim Valley Road - Zone 798,960,11,54,0.85,High,Low
N799,Uttarakhand Valley Road - Zone 799,1304,75,27,0.25,High,Medium
N800,Nainital Lake Hill Road - Zone 800,1376,33,16,0.56,High,Low
N801,Darjeeling Hill Road - Zone 801,1151,74,39,0.48,Medium,Medium
N802,Manali Mountain Road - Zone 802,736,47,26,0.45,Low,Medium
N803,Mussoorie Hill Road - Zone 803,1386,65,40,0.78,High,Medium
N804,Aravalli Hills Road - Zone 804,534,49,33,0.37,High,Medium
N805,Mussoorie Hill Road - Zone 805,1572,36,7,0.68,Medium,Low
N806,Ooty Hill Pass - Zone 806,532,54,21,0.58,Medium,Low
N807,Aravalli Hills Road - Zone 807,1358,52,37,0.76,Medium,Low
N808,Gangtok Ridge Road - Zone 808,389,42,46,0.33,High,Medium
N809,Nilgiri Mountain Pass - Zone 809,496,26,54,0.58,Low,Low
N810,Nilgiri Mountain Pass - Zone 810,731,32,60,0.68,Low,Medium
N811,Shimla Ridge Highway - Zone 811,1401,60,46,0.77,Low,Medium
N812,Sikkim Valley Road - Zone 812,348,63,50,0.43,Low,Medium
N813,Nilgiri Mountain Pass - Zone 813,411,27,55,0.38,Low,Medium
N814,Kinnaur Mountain Highway - Zone 814,766,38,31,0.47,High,Low
N815,Ooty Hill Pass - Zone 815,1186,45,6,0.47,Low,Low
N816,Spiti Valley Cliff Road - Zone 816,312,13,53,0.72,Low,Low
N817,Nilgiri Mountain Pass - Zone 817,1032,69,11,0.4,High,Medium
N818,Uttarakhand Valley Road - Zone 818,1542,16,23,0.74,Medium,Low
N819,Ooty Hill Pass - Zone 819,1109,8,35,0.31,Low,Low
N820,Sikkim Valley Road - Zone 820,1100,74,23,0.87,Low,Medium
N821,Uttarakhand Valley Road - Zone 821,1687,52,5,0.59,High,Low
N822,Sikkim Valley Road - Zone 822,552,10,5,0.6,Medium,Low
N823,Spiti Valley Cliff Road - Zone 823,1421,15,24,0.35,High,Low
N824,Kodaikanal Ghat Road - Zone 824,733,57,46,0.8,Low,Medium
N825,Darjeeling Hill Road - Zone 825,676,33,44,0.78,Low,Low
N826,Western Ghats Cliff Route - Zone 826,671,11,59,0.73,High,Low
N827,Tawang Mountain Route - Zone 827,1620,75,9,0.4,Low,Medium
N828,Leh-Ladakh Cliff Route - Zone 828,501,30,51,0.61,Medium,Low
N829,Kodaikanal Ghat Road - Zone 829,562,35,11,0.4,Low,Low
N830,Shimla Ridge Highway - Zone 830,950,67,33,0.43,High,Medium
N831,Uttarakhand Valley Road - Zone 831,1720,24,41,0.6,Medium,Low
N832,Munnar Tea Valley Road - Zone 832,645,5,25,0.37,Low,Low
N833,Munnar Tea Valley Road - Zone 833,866,51,13,0.68,Medium,Low
N834,Gangtok Ridge Road - Zone 834,1247,62,27,0.74,Medium,Low
N835,Spiti Valley Cliff Road - Zone 835,522,27,46,0.62,Medium,Low
N836,Sikkim Valley Road - Zone 836,1403,30,21,0.71,High,Low
N837,Nilgiri Mountain Pass - Zone 837,1789,14,6,0.79,High,Low
N838,Aravalli Hills Road - Zone 838,1491,56,54,0.61,Low,Medium
N839,Spiti Valley Cliff Road - Zone 839,833,74,39,0.53,Low,Medium
N840,Kodaikanal Ghat Road - Zone 840,1103,33,54,0.61,Medium,Medium
N841,Sikkim Valley Road - Zone 841,1251,69,37,0.26,Medium,Medium
N842,Coorg Forest Hill Road - Zone 842,321,35,59,0.87,High,Low
N843,Darjeeling Hill Road - Zone 843,1352,22,33,0.31,High,Low
N844,Kinnaur Mountain Highway - Zone 844,1650,23,52,0.71,Medium,Low
N845,Himalayan Ridge Road - Zone 845,748,67,19,0.24,Medium,Medium
N846,Manali Mountain Road - Zone 846,387,31,38,0.84,Medium,Low
N847,Ooty Hill Pass - Zone 847,1261,63,7,0.23,High,Medium
N848,Nainital Lake Hill Road - Zone 848,511,71,45,0.78,High,Medium
N849,Leh-Ladakh Cliff Route - Zone 849,1485,74,41,0.32,High,Medium
N850,Ooty Hill Pass - Zone 850,1048,14,38,0.38,Low,Low
N851,Coorg Forest Hill Road - Zone 851,1131,50,57,0.81,Medium,Medium
N852,Gangtok Ridge Road - Zone 852,1537,5,37,0.82,Medium,Low
N853,Darjeeling Hill Road - Zone 853,771,14,37,0.65,Low,Low
N854,Sikkim Valley Road - Zone 854,682,25,28,0.62,Low,Low
N855,Manali Mountain Road - Zone 855,1149,47,51,0.28,High,Medium
N856,Gangtok Ridge Road - Zone 856,1281,31,42,0.31,Medium,Medium
N857,Aravalli Hills Road - Zone 857,799,10,13,0.6,Low,Low
N858,Sikkim Valley Road - Zone 858,1589,70,7,0.82,Low,Low
N859,Himalayan Ridge Road - Zone 859,640,38,16,0.56,Medium,Low
N860,Mussoorie Hill Road - Zone 860,1454,7,51,0.71,Medium,Low
N861,Nilgiri Mountain Pass - Zone 861,743,62,43,0.89,Medium,Medium
N862,Darjeeling Hill Road - Zone 862,749,57,43,0.3,High,Medium
N863,Darjeeling Hill Road - Zone 863,1576,70,21,0.32,High,Medium
N864,Nainital Lake Hill Road - Zone 864,1228,13,19,0.46,Low,Low
N865,Western Ghats Cliff Route - Zone 865,333,30,38,0.8,High,Low
N866,Munnar Tea Valley Road - Zone 866,606,17,16,0.53,High,Low
N867,Mussoorie Hill Road - Zone 867,379,73,37,0.73,Low,Medium
N868,Gangtok Ridge Road - Zone 868,1650,21,43,0.58,Low,Low
N869,Munnar Tea Valley Road - Zone 869,1369,58,28,0.81,High,Low
N870,Coorg Forest Hill Road - Zone 870,1178,34,56,0.54,Medium,Medium
N871,Kodaikanal Ghat Road - Zone 871,1506,17,32,0.29,Medium,Low
N872,Manali Mountain Road - Zone 872,471,41,43,0.81,Medium,Low
N873,Leh-Ladakh Cliff Route - Zone 873,687,5,50,0.72,Low,Low
N874,Kinnaur Mountain Highway - Zone 874,1370,20,38,0.21,High,Low
N875,Shimla Ridge Highway - Zone 875,1708,45,31,0.45,Low,Medium
N876,Munnar Tea Valley Road - Zone 876,1634,37,21,0.8,Medium,Low
N877,Kinnaur Mountain Highway - Zone 877,1048,40,48,0.48,Low,Medium
N878,Munnar Tea Valley Road - Zone 878,1430,66,16,0.46,High,Medium
N879,Gangtok Ridge Road - Zone 879,819,44,41,0.44,High,Medium
N880,Ooty Hill Pass - Zone 880,582,20,52,0.36,High,Medium
N881,Darjeeling Hill Road - Zone 881,505,32,37,0.48,Medium,Low
N882,Spiti Valley Cliff Road - Zone 882,1557,11,15,0.47,High,Low
N883,Aravalli Hills Road - Zone 883,486,23,35,0.85,Medium,Low
N884,Nilgiri Mountain Pass - Zone 884,431,38,19,0.46,High,Low
N885,Himalayan Ridge Road - Zone 885,1783,54,30,0.63,High,Medium
N886,Uttarakhand Valley Road - Zone 886,1757,12,54,0.77,High,Low
N887,Gangtok Ridge Road - Zone 887,1199,6,17,0.8,High,Low
N888,Uttarakhand Valley Road - Zone 888,698,9,55,0.62,High,Low
N889,Manali Mountain Road - Zone 889,1559,26,48,0.23,Low,Medium
N890,Aravalli Hills Road - Zone 890,622,16,22,0.75,Medium,Low
N891,Ooty Hill Pass - Zone 891,1130,30,38,0.21,High,Medium
N892,Nilgiri Mountain Pass - Zone 892,484,75,23,0.71,High,Medium
N893,Kinnaur Mountain Highway - Zone 893,1012,49,57,0.39,High,Medium
N894,Shimla Ridge Highway - Zone 894,1231,56,41,0.2,Low,Medium
N895,Munnar Tea Valley Road - Zone 895,1336,18,40,0.25,Medium,Low
N896,Nainital Lake Hill Road - Zone 896,539,70,21,0.81,High,Low
N897,Leh-Ladakh Cliff Route - Zone 897,1721,61,29,0.59,Low,Medium
N898,Nainital Lake Hill Road - Zone 898,1239,63,42,0.8,Medium,Medium
N899,Western Ghats Cliff Route - Zone 899,828,13,29,0.64,Low,Low
N900,Manali Mountain Road - Zone 900,946,57,27,0.56,Low,Medium
N901,Leh-Ladakh Cliff Route - Zone 901,808,41,10,0.48,High,Low
N902,Nainital Lake Hill Road - Zone 902,455,75,16,0.53,Medium,Medium
N903,Shimla Ridge Highway - Zone 903,1474,39,16,0.86,High,Low
N904,Shimla Ridge Highway - Zone 904,1321,30,20,0.71,Medium,Low
N905,Shimla Ridge Highway - Zone 905,769,30,58,0.37,High,Medium
N906,Kodaikanal Ghat Road - Zone 906,619,18,12,0.84,High,Low
N907,Gangtok Ridge Road - Zone 907,1557,5,53,0.8,Low,Low
N908,Gangtok Ridge Road - Zone 908,1060,45,36,0.83,High,Low
N909,Leh-Ladakh Cliff Route - Zone 909,1305,28,53,0.84,Medium,Low
N910,Ooty Hill Pass - Zone 910,754,21,8,0.57,Medium,Low
N911,Gangtok Ridge Road - Zone 911,1407,9,37,0.44,High,Low
N912,Darjeeling Hill Road - Zone 912,1236,20,49,0.56,Medium,Low
N913,Aravalli Hills Road - Zone 913,324,31,29,0.61,Medium,Low
N914,Kodaikanal Ghat Road - Zone 914,1554,38,16,0.58,Low,Low
N915,Leh-Ladakh Cliff Route - Zone 915,1265,48,28,0.33,Medium,Medium
N916,Shimla Ridge Highway - Zone 916,1158,52,28,0.8,Medium,Low
N917,Tawang Mountain Route - Zone 917,668,21,41,0.68,Low,Low
N918,Leh-Ladakh Cliff Route - Zone 918,782,60,59,0.47,Low,Medium
N919,Sikkim Valley Road - Zone 919,1268,6,16,0.5,Low,Low
N920,Coorg Forest Hill Road - Zone 920,1393,45,55,0.54,Medium,Medium
N921,Spiti Valley Cliff Road - Zone 921,1462,11,30,0.27,Low,Low
N922,Himalayan Ridge Road - Zone 922,741,37,35,0.79,Low,Low
N923,Tawang Mountain Route - Zone 923,985,38,28,0.45,High,Low
N924,Leh-Ladakh Cliff Route - Zone 924,1004,7,31,0.28,High,Low
N925,Mussoorie Hill Road - Zone 925,707,73,16,0.89,Medium,Low
N926,Kodaikanal Ghat Road - Zone 926,965,70,36,0.74,Medium,Medium
N927,Nilgiri Mountain Pass - Zone 927,1080,41,34,0.64,Low,Low
N928,Darjeeling Hill Road - Zone 928,1611,48,31,0.64,High,Low
N929,Ooty Hill Pass - Zone 929,446,15,15,0.44,Medium,Low
N930,Nainital Lake Hill Road - Zone 930,1637,42,50,0.39,High,Medium
N931,Ooty Hill Pass - Zone 931,855,61,54,0.8,Medium,Medium
N932,Kinnaur Mountain Highway - Zone 932,1366,62,31,0.32,Low,Medium
N933,Sikkim Valley Road - Zone 933,1790,35,47,0.38,High,Medium
N934,Nilgiri Mountain Pass - Zone 934,731,26,30,0.27,Low,Low
N935,Gangtok Ridge Road - Zone 935,1423,11,6,0.74,High,Low
N936,Nilgiri Mountain Pass - Zone 936,512,38,44,0.31,High,Medium
N937,Ooty Hill Pass - Zone 937,933,34,20,0.72,Medium,Low
N938,Sikkim Valley Road - Zone 938,568,72,58,0.32,Low,Medium
N939,Kodaikanal Ghat Road - Zone 939,966,65,34,0.88,High,Medium
N940,Leh-Ladakh Cliff Route - Zone 940,1423,61,13,0.88,High,Low
N941,Spiti Valley Cliff Road - Zone 941,662,63,45,0.72,High,Medium
N942,Munnar Tea Valley Road - Zone 942,1372,73,24,0.84,Medium,Medium
N943,Spiti Valley Cliff Road - Zone 943,765,16,33,0.42,Medium,Low
N944,Leh-Ladakh Cliff Route - Zone 944,618,43,5,0.2,Low,Low
N945,Kodaikanal Ghat Road - Zone 945,887,65,39,0.21,Medium,Medium
N946,Gangtok Ridge Road - Zone 946,913,6,54,0.5,Medium,Low
N947,Mussoorie Hill Road - Zone 947,773,5,40,0.46,Medium,Low
N948,Spiti Valley Cliff Road - Zone 948,1195,55,20,0.31,High,Medium
N949,Ooty Hill Pass - Zone 949,1074,33,21,0.26,High,Low
N950,Manali Mountain Road - Zone 950,1358,39,23,0.65,High,Low
N951,Leh-Ladakh Cliff Route - Zone 951,1145,29,59,0.25,Low,Medium
N952,Uttarakhand Valley Road - Zone 952,526,63,44,0.52,High,Medium
N953,Mussoorie Hill Road - Zone 953,1307,29,25,0.21,Low,Low
N954,Spiti Valley Cliff Road - Zone 954,345,28,11,0.4,Low,Low
N955,Tawang Mountain Route - Zone 955,1789,6,19,0.26,Low,Low
N956,Gangtok Ridge Road - Zone 956,744,48,31,0.42,Medium,Medium
N957,Kodaikanal Ghat Road - Zone 957,1249,9,26,0.26,Low,Low
N958,Himalayan Ridge Road - Zone 958,845,55,9,0.58,Low,Low
N959,Shimla Ridge Highway - Zone 959,812,53,58,0.21,High,Medium
N960,Manali Mountain Road - Zone 960,1088,61,20,0.72,Low,Low
N961,Shimla Ridge Highway - Zone 961,1243,17,38,0.67,Low,Low
N962,Gangtok Ridge Road - Zone 962,1096,44,25,0.31,High,Medium
N963,Himalayan Ridge Road - Zone 963,1425,71,12,0.38,High,Medium
N964,Uttarakhand Valley Road - Zone 964,706,51,8,0.8,Low,Low
N965,Western Ghats Cliff Route - Zone 965,783,60,25,0.21,Medium,Medium
N966,Kinnaur Mountain Highway - Zone 966,545,55,55,0.37,Low,Medium
N967,Kinnaur Mountain Highway - Zone 967,1714,65,49,0.62,Medium,Medium
N968,Nilgiri Mountain Pass - Zone 968,809,25,36,0.26,High,Low
N969,Nainital Lake Hill Road - Zone 969,1580,12,8,0.45,Low,Low
N970,Spiti Valley Cliff Road - Zone 970,519,21,36,0.36,High,Low
N971,Kodaikanal Ghat Road - Zone 971,1198,29,6,0.68,Medium,Low
N972,Sikkim Valley Road - Zone 972,813,10,36,0.69,High,Low
N973,Uttarakhand Valley Road - Zone 973,1411,67,17,0.6,High,Medium
N974,Kodaikanal Ghat Road - Zone 974,962,64,22,0.81,High,Low
N975,Spiti Valley Cliff Road - Zone 975,628,13,38,0.31,Medium,Low
N976,Leh-Ladakh Cliff Route - Zone 976,1409,51,34,0.2,High,Medium
N977,Coorg Forest Hill Road - Zone 977,1076,28,6,0.63,Medium,Low
N978,Mussoorie Hill Road - Zone 978,789,46,51,0.24,High,Medium
N979,Ooty Hill Pass - Zone 979,688,72,48,0.55,High,Medium
N980,Sikkim Valley Road - Zone 980,1555,41,25,0.49,Medium,Low
N981,Western Ghats Cliff Route - Zone 981,497,71,47,0.25,Low,Medium
N982,Darjeeling Hill Road - Zone 982,364,30,11,0.54,Low,Low
N983,Himalayan Ridge Road - Zone 983,1469,54,47,0.54,High,Medium
N984,Kinnaur Mountain Highway - Zone 984,824,11,28,0.35,High,Low
N985,Nilgiri Mountain Pass - Zone 985,326,31,46,0.54,Low,Low
N986,Tawang Mountain Route - Zone 986,1608,12,28,0.59,Medium,Low
N987,Kodaikanal Ghat Road - Zone 987,1750,12,57,0.63,High,Low
N988,Himalayan Ridge Road - Zone 988,444,43,9,0.86,High,Low
N989,Western Ghats Cliff Route - Zone 989,507,34,39,0.47,Low,Low
N990,Coorg Forest Hill Road - Zone 990,1645,36,41,0.64,Low,Low
N991,Spiti Valley Cliff Road - Zone 991,1443,58,52,0.27,High,Medium
N992,Kinnaur Mountain Highway - Zone 992,1033,63,49,0.67,Low,Medium
N993,Darjeeling Hill Road - Zone 993,669,75,30,0.55,High,Medium
N994,Darjeeling Hill Road - Zone 994,1393,61,27,0.83,High,Low
N995,Nainital Lake Hill Road - Zone 995,1061,57,53,0.64,High,Medium
N996,Nainital Lake Hill Road - Zone 996,1546,35,41,0.58,Medium,Low
N997,Spiti Valley Cliff Road - Zone 997,820,51,33,0.51,Medium,Medium
N998,Aravalli Hills Road - Zone 998,1787,9,23,0.62,High,Low
N999,Sikkim Valley Road - Zone 999,918,5,24,0.89,Low,Low
N1000,Nainital Lake Hill Road - Zone 1000,344,40,40,0.56,High,Low
